id | rms | ApprEnt | LZComp | mpf | sef
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.152994744847285e-06 2.8700590083614554e-06 6.653071463336959e-06 5.068875722687598e-06 2.398619114119412e-05 1.753143562838755e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 44.0 20.0 | 104 0 7 0 0 0 | 998 998 998 995 74 996 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.9264914347798094e-06 3.333717447219285e-06 7.74011678392497e-06 4.66961383256396e-06 2.3417586513087114e-05 1.929212708869993e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 35.0 24.0 | 458 0 1 5 0 0 | 997 997 997 995 134 995 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.1717920921430846e-06 2.8557661334808074e-06 6.828951241190129e-06 5.034338841005451e-06 1.9096887374799886e-05 1.7255612179554587e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 18.0 15.0 | 336 4 17 8 0 0 | 996 997 998 995 990 994 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.743897098675685e-06 2.3851489405760344e-06 6.366704948648153e-06 6.057939629294825e-06 1.8254425982940177e-05 1.802266195796384e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 22.0 25.0 | 57 414 466 3 0 0 | 998 998 997 996 993 991 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.430238216001569e-06 2.3238179240877614e-06 6.470852386012614e-06 7.268349822925605e-06 1.8528294478038586e-05 1.950067064934662e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 28.0 33.0 | 6 299 299 0 0 0 | 998 997 997 998 998 995 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.716259690314258e-06 2.537139100977793e-06 7.486399098278268e-06 7.073568105891634e-06 1.6346176618573766e-05 1.9844612913689178e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 3.0 2.0 25.0 33.0 | 478 484 481 144 0 0 | 998 998 998 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.8040504911937736e-06 3.364407727521833e-06 9.375192774502586e-06 7.005205694935876e-06 1.6528750952248713e-05 1.7210871701732586e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 7.0 3.0 30.0 23.0 | 497 444 477 237 1 0 | 997 997 997 997 997 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.224161647279755e-06 4.6093890592956955e-06 1.2251307674208876e-05 7.607862561990994e-06 2.0622552010360043e-05 1.4126024508006816e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 8.0 4.0 33.0 15.0 | 453 299 337 261 0 0 | 997 998 998 997 994 995 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.764503427380784e-06 5.703338732293499e-06 1.5360665620913458e-05 7.577061591987189e-06 1.8057163002344824e-05 1.1533399163599046e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 8.0 2.0 28.0 11.0 | 6 0 0 27 0 24 | 998 998 998 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 6.152538336708851e-06 5.776316701443249e-06 1.4599582320052748e-05 7.459477684298412e-06 1.0953114424989767e-05 8.585310219490195e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 9.0 2.0 2.0 2.0 | 1 0 0 4 2 71 | 997 996 998 998 997 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.85266963661768e-06 3.969484769195298e-06 9.7479884450001e-06 8.182032995782436e-06 1.9640924409960334e-05 9.49480186512104e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 6.0 2.0 13.0 5.0 | 299 4 299 7 0 39 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.517833818228628e-06 2.2951902703224092e-06 7.712194483424159e-06 8.255911809180653e-06 2.501346734216967e-05 1.4309545732588387e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 30.0 11.0 | 0 367 299 0 0 0 | 998 997 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 6.269084014974675e-06 3.2664616620793395e-06 1.1786088550897287e-05 8.102912757532798e-06 1.8809411897928345e-05 1.617474416441841e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 10.0 2.0 22.0 12.0 | 299 11 7 392 1 0 | 998 997 997 998 998 996 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.727544846027726e-06 3.4074467970611444e-06 1.1350440065847054e-05 7.544815513344782e-06 1.4270596556261105e-05 1.5814178743885542e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 8.0 2.0 9.0 11.0 | 56 7 5 485 3 0 | 998 997 998 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.421475921735397e-06 3.339377664301446e-06 8.35936378958015e-06 6.564884526437946e-06 1.6935959067059473e-05 1.4513648080517179e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 14.0 10.0 | 299 9 299 7 0 3 | 998 998 998 996 994 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.540365319141813e-06 3.0078527349741403e-06 8.217554669560702e-06 5.5968942864965955e-06 1.6774424927802955e-05 1.3224286359644062e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 11.0 9.0 | 299 5 48 44 0 3 | 998 997 998 998 991 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.8039099941845054e-06 2.92356282270155e-06 8.027109802247555e-06 4.506612677176362e-06 1.5057969310385385e-05 1.254520208094008e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 3.0 2.0 12.0 10.0 | 299 0 0 464 0 1 | 996 996 997 998 996 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.3650510221704664e-06 3.3789297969763643e-06 8.310135189832632e-06 4.790699550168279e-06 1.2435001170273444e-05 1.2276590643499197e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 8.0 9.0 | 52 2 3 303 0 8 | 996 996 997 997 989 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 7.127074515048568e-06 5.975614421052267e-06 1.546002892293077e-05 8.72466309424364e-06 1.4367493425111022e-05 1.4663009665463723e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 22.0 3.0 14.0 16.0 | 431 480 494 301 8 461 | 998 998 998 998 992 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 8.31135333897032e-06 6.845780348081452e-06 1.7961626210512135e-05 1.0327283981442397e-05 1.4918515424058907e-05 1.2986195339757965e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 27.0 4.0 19.0 17.0 | 476 302 439 477 212 53 | 998 998 998 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.8632646004812e-06 4.8243178195436334e-06 1.286437199438291e-05 7.811395283361448e-06 1.4794067902039505e-05 1.0401412754193448e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 12.0 2.0 10.0 7.0 | 4 0 0 11 3 170 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.018287377092905e-06 3.308279820031869e-06 8.911884947964278e-06 5.596172661005381e-06 1.587133958521389e-05 1.1282945918436134e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 6.0 2.0 10.0 7.0 | 491 3 7 49 0 0 | 998 998 998 998 995 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.126095575519126e-06 3.63553633244798e-06 9.302146018187149e-06 4.9133890333735294e-06 1.3633106221878744e-05 1.2730236146765879e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 6.0 2.0 7.0 9.0 | 299 3 4 444 0 2 | 998 997 997 998 997 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.35796112063734e-06 3.1648233323105237e-06 8.8689120487974e-06 5.380361915012554e-06 1.1365751509557697e-05 1.0498194214624626e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 6.0 2.0 4.0 6.0 | 488 8 299 287 0 50 | 998 998 998 998 996 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.8794406859910865e-06 3.152837144155304e-06 9.128219403384998e-06 5.994623902186715e-06 1.5267536356632202e-05 1.3548938350874993e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 7.0 2.0 11.0 10.0 | 299 9 299 39 0 0 | 998 998 998 997 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.144783167780821e-06 4.126794104045151e-06 1.1129429243239048e-05 5.651607473592601e-06 1.4426036728409275e-05 1.5742440141709157e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 8.0 2.0 11.0 11.0 | 4 0 0 85 0 0 | 998 996 996 998 998 996 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.321113638533997e-06 3.6929285066378146e-06 9.72072070971398e-06 5.385353169467126e-06 1.588711827979968e-05 1.4204405560719756e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 17.0 4.0 | 12 0 0 384 0 0 | 998 996 997 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.949313760349294e-06 3.571791870905322e-06 9.11271948208239e-06 5.288087502918484e-06 1.5970488448209794e-05 1.2695869069814856e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 3.0 2.0 18.0 4.0 | 104 0 2 350 0 0 | 998 997 997 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.786827069096053e-06 3.61365750580571e-06 9.600732776925697e-06 6.36830648603775e-06 1.3653359079306992e-05 1.1204061535784055e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 9.0 10.0 | 299 3 17 485 8 299 | 998 997 998 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 6.915604597353803e-06 5.286380705353844e-06 1.4426112133423581e-05 9.91751173988854e-06 2.3616272490775504e-05 1.6117294224577663e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 18.0 6.0 29.0 27.0 | 457 487 493 375 10 218 | 998 998 998 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 6.109218782789574e-06 5.47403442478323e-06 1.3849362961640148e-05 8.841311503487476e-06 2.263598823462981e-05 1.51330289873429e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 21.0 6.0 31.0 28.0 | 495 407 442 408 5 3 | 998 998 998 998 996 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.232281507071561e-06 4.0520754392774805e-06 1.049751857454805e-05 6.731531145129582e-06 1.3530817540960467e-05 9.637450525868391e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 13.0 2.0 16.0 7.0 | 176 389 473 36 0 364 | 998 998 998 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 6.348265765161651e-06 4.5543491750391346e-06 1.3760088852337721e-05 8.957086514580282e-06 1.6696228223726224e-05 1.0273306460631421e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 3.0 21.0 6.0 28.0 10.0 | 106 472 344 15 26 484 | 998 998 998 998 996 996 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.24638012131536e-06 4.05564467319122e-06 1.175726120030865e-05 8.278528129188618e-06 1.5775062486045513e-05 1.2437537876072639e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 4.0 12.0 6.0 22.0 14.0 | 456 466 499 347 114 113 | 998 997 998 998 996 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.590509513651973e-06 2.5801477146785887e-06 6.78137684678443e-06 5.857774603490495e-06 1.0992810778984926e-05 1.2803317165906408e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 4.0 8.0 | 490 299 299 299 0 0 | 998 997 998 998 995 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.804407015575318e-06 2.1087882211114255e-06 6.509904372648867e-06 5.534954827797787e-06 1.260532150213471e-05 1.0754070989858197e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 11.0 3.0 | 299 299 472 7 0 0 | 998 998 998 998 998 993 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.314293865694808e-06 2.3962089057067584e-06 8.10336036909391e-06 7.2822769790743426e-06 1.672793201130982e-05 9.059619341125564e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 18.0 4.0 | 2 341 57 2 0 66 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 7.713970206375548e-06 4.954630937146555e-06 1.3290071314839254e-05 8.788703954871205e-06 1.5034322328135208e-05 1.1078475718914426e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 8.0 2.0 11.0 4.0 | 9 0 7 299 10 21 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 1.0721172840828382e-05 7.094463778248821e-06 1.5717944648696647e-05 1.422465638784687e-05 3.1908854634764013e-05 3.6228922669945885e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 3.0 2.0 13.0 14.0 21.0 19.0 | 462 420 299 12 0 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 1.0528533935685165e-05 7.793854277343467e-06 1.6811571303242614e-05 1.5162077256052014e-05 3.788181779301151e-05 3.7263821965115044e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 8.0 4.0 24.0 23.0 49.0 35.0 | 182 413 428 9 0 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 7.147177538908818e-06 7.123634195266532e-06 1.675932104032959e-05 9.408018950545946e-06 2.5184484671224112e-05 1.6172880368045534e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 8.0 6.0 26.0 12.0 45.0 27.0 | 488 300 363 497 262 499 | 997 998 998 997 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.8151846548748515e-06 4.931622535632387e-06 1.2672596104100312e-05 7.549534944647986e-06 1.8205378188987152e-05 1.1929820908731414e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 11.0 2.0 22.0 8.0 | 20 0 2 108 4 489 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 6.442711711432878e-06 4.420379707489277e-06 1.283230241036384e-05 8.807695912155268e-06 1.817313349506752e-05 1.3424212434315304e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 3.0 2.0 31.0 17.0 | 403 471 311 272 216 491 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 7.3564780650238585e-06 5.467981732519665e-06 1.3460395684299697e-05 1.13644773184535e-05 3.329659618029346e-05 3.191084512345992e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 3.0 4.0 7.0 6.0 43.0 25.0 | 2 95 6 2 2 26 | 997 997 998 997 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 1.4216707208056474e-05 1.729144457140773e-05 2.4308018375577225e-05 2.911032218819424e-05 6.24326026193929e-05 0.00015469971703858178 | 0.0 0.0 0.0 0.0 0.0 0.0 | 15.0 26.0 32.0 19.0 50.0 12.0 | 0 0 0 0 0 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.1073822935755188e-05 2.469231604183841e-05 3.8928482293839845e-05 4.347977535511684e-05 8.622989727974195e-05 0.0002192336451090919 | 0.0 0.0 0.0 0.0 0.0 0.0 | 23.0 37.0 39.0 24.0 42.0 2.0 | 0 0 0 0 0 0 | 998 997 998 997 997 996 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 1.724441243658315e-05 1.8686665729409378e-05 3.326508203968097e-05 3.4486892646441696e-05 6.850671126465027e-05 0.00016109171841329468 | 0.0 0.0 0.0 0.0 0.0 0.0 | 12.0 16.0 23.0 11.0 43.0 29.0 | 0 0 0 0 0 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 9.352136843960054e-06 8.723115396053445e-06 1.698422414789557e-05 1.7308652678247363e-05 5.2981787246758085e-05 7.507190805443025e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 28.0 8.0 53.0 48.0 | 105 426 215 16 43 51 | 997 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.1360404081096958e-05 2.134310055791476e-05 4.140547995311662e-05 2.6652382549164016e-05 6.348652725815666e-05 0.00016480862261466096 | 0.0 0.0 0.0 0.0 0.0 0.0 | 17.0 13.0 41.0 28.0 48.0 33.0 | 299 3 20 10 499 0 | 998 998 996 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.155019665506604e-05 2.8030742357216732e-05 6.443477376508814e-05 4.01958668060197e-05 7.580845164749028e-05 0.00017767950366661916 | 0.0 0.0 0.0 0.0 0.0 0.0 | 29.0 28.0 40.0 38.0 39.0 12.0 | 55 2 7 19 0 495 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.25367073183096e-05 2.8046714011566528e-05 6.443869300019478e-05 4.9815910953457764e-05 8.841715692851215e-05 0.00015310843592125856 | 0.0 0.0 0.0 0.0 0.0 0.0 | 54.0 54.0 23.0 25.0 25.0 9.0 | 1 1 3 0 0 0 | 998 998 998 998 998 988 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.5409991105836863e-05 2.492360134951641e-05 5.1357760612019165e-05 4.303531840167211e-05 6.278302420109124e-05 0.00013330086350998502 | 0.0 0.0 0.0 0.0 0.0 0.0 | 57.0 50.0 32.0 53.0 47.0 2.0 | 0 0 0 0 0 0 | 504 1 16 216 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 1.978786295104553e-05 1.856187112049614e-05 4.274568565060199e-05 2.9378326816371826e-05 2.9996096336793708e-05 6.3598199115478e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 20.0 12.0 39.0 82.0 71.0 41.0 | 0 0 0 0 0 0 | 1 1 1 0 992 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 1.8136131135279804e-05 1.39898796780692e-05 3.5051989637039005e-05 2.3085043838935652e-05 2.569559510117266e-05 2.6963521257142145e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 56.0 43.0 55.0 52.0 | 0 0 0 0 0 0 | 0 0 0 20 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 1.4270681722693444e-05 9.948431245125291e-06 2.7529128544979654e-05 1.7542023178877795e-05 2.0658389937914746e-05 1.453815796823329e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 63.0 8.0 34.0 19.0 | 0 0 0 0 0 463 | 179 507 0 883 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 9.89137658952234e-06 6.415505893039056e-06 1.8552802110823204e-05 1.2545898525220783e-05 2.0652115985827034e-05 1.7386490788550045e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 3.0 29.0 6.0 32.0 33.0 | 0 0 0 0 6 203 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 6.532143112224297e-06 5.284012140097682e-06 1.2863735483032589e-05 7.694126774786345e-06 1.6238463164102136e-05 1.8059058623213303e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 4.0 15.0 4.0 28.0 39.0 | 0 52 0 48 458 48 | 996 998 948 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.799000271093528e-06 4.8299062653798946e-06 1.2051765079985685e-05 6.8049477742045844e-06 1.2296679917033093e-05 1.5157141562231876e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 15.0 28.0 | 0 0 0 0 324 55 | 984 996 891 996 997 995 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.161029851164369e-06 3.424813165340128e-06 9.862938366072221e-06 6.491407343318756e-06 1.1807308883575536e-05 1.3701122040920162e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 10.0 19.0 | 0 0 0 1 342 91 | 950 948 949 987 993 983 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.2367400947530616e-06 3.1393273538632623e-06 8.467533798823096e-06 6.831841481907449e-06 1.4104155877555278e-05 1.359515747658089e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 13.0 12.0 | 0 0 0 37 95 312 | 989 970 976 996 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.092088135484376e-06 2.959606508029113e-06 8.87152864523212e-06 7.596762228490151e-06 1.5157983343306488e-05 1.3448483916389686e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 21.0 13.0 | 0 0 0 0 49 447 | 993 987 985 994 998 995 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.58058241514883e-06 2.4820302293014027e-06 7.013981184510675e-06 6.442274518846842e-06 1.4775346818362118e-05 1.145781974009932e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 15.0 14.0 | 0 0 0 0 32 305 | 968 996 998 992 989 990 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.790444487102431e-06 1.967500768383055e-06 4.40042336954738e-06 4.8076758999638274e-06 1.3299451410614716e-05 9.860716330781723e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 11.0 6.0 | 0 299 299 49 13 498 | 998 998 997 997 995 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.807687949115056e-06 2.296388746267182e-06 5.053932865375778e-06 6.932684176292736e-06 2.1630243330537876e-05 1.644086577109074e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 7.0 23.0 | 2 474 427 49 3 480 | 998 998 995 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 7.1490019475498185e-06 5.325881760067075e-06 8.86264988247859e-06 1.1893479561540851e-05 3.105542369906142e-05 2.418526581799755e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 3.0 5.0 38.0 48.0 | 499 287 299 424 159 99 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 7.679232490294693e-06 6.894921528289742e-06 1.3586114350612426e-05 1.2399018990754664e-05 2.9816326243992112e-05 2.49788653218691e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 3.0 17.0 9.0 66.0 56.0 | 299 484 439 299 263 449 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.915413577754099e-06 5.0635550407383235e-06 1.1954741888194088e-05 8.504893145687027e-06 2.173450481983821e-05 2.1322139905780293e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 4.0 21.0 7.0 53.0 48.0 | 414 443 498 495 299 50 | 996 997 997 997 996 993 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 6.567328697059144e-06 4.173335993777756e-06 9.782194847148718e-06 8.6603912582102e-06 1.8147188378940286e-05 1.7859829400034603e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 29.0 32.0 | 2 0 0 2 50 0 | 998 998 998 998 998 962 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 6.911085973696652e-06 4.475413362000908e-06 1.0261363719578512e-05 8.601746141480156e-06 1.6383568685751246e-05 1.455545674209288e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 22.0 17.0 | 0 0 0 0 0 87 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.145892928958065e-06 2.6223874528893163e-06 6.528786075792982e-06 5.419841902055477e-06 1.2677936129657213e-05 1.3720185460974678e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 13.0 16.0 | 56 299 299 150 57 283 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.9487384172506724e-06 2.042997837997919e-06 5.137296225192664e-06 4.683838777925616e-06 1.2596735512482199e-05 1.4102442095814692e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 11.0 17.0 | 299 299 54 301 74 209 | 998 998 994 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.965206792921163e-06 3.246076339856641e-06 7.290520025979485e-06 5.829603407506914e-06 1.339810041051658e-05 1.563915186538029e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 15.0 24.0 | 51 18 7 58 494 465 | 997 998 998 997 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.9041844876511315e-06 5.413530840545529e-06 1.4421523101332695e-05 7.393280971231166e-06 1.4602559651718853e-05 1.8572818438317712e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 16.0 2.0 20.0 37.0 | 167 128 95 481 58 55 | 998 998 998 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.476601771175647e-06 5.06994061657755e-06 1.3701845064447682e-05 6.660797857410448e-06 1.3308638807870152e-05 1.680293159403396e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 16.0 2.0 13.0 29.0 | 94 64 47 366 90 57 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.1835261121761193e-06 2.6342985114572823e-06 6.819406487404962e-06 4.724949268589327e-06 1.0165627564009268e-05 1.168710511061091e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 5.0 9.0 | 44 0 0 55 315 417 | 994 986 951 992 996 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 8.85991365444318e-06 8.227658190237323e-06 2.156375115675866e-05 9.218438956751807e-06 1.083231640188601e-05 1.4513128045830686e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 5.0 3.0 3.0 19.0 | 11 6 6 63 77 66 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 1.212431940786997e-05 1.0835896480523761e-05 2.8478148033025542e-05 1.2454511121891057e-05 1.2445309413608015e-05 1.7788421419134648e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 19.0 4.0 4.0 29.0 | 0 0 0 0 50 1 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 9.142714479333032e-06 7.89014025052105e-06 2.0763536939788144e-05 9.550057889507768e-06 1.0609965570500974e-05 1.5797864040809517e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 18.0 2.0 2.0 26.0 | 0 0 0 0 59 2 | 998 998 998 998 997 994 
id | rms | ApprEnt | LZComp | mpf | sef
